Pizza_Id,Order_Id,Pizza_Name_Id,Quantity,Order Date,Order Date,Order Date,,Order Time,Unit Price,Total Price,Pizza Size,Pizza Category,Pizza Ingredients,pizza_name
29386,12980,Thai_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,12:39 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29387,12980,Veggie_Veg_M,1,05/08/2015,05/08/2015,05/08/2015,,12:39 pm,$16.00,$16.00,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
29388,12981,Calabrese_L,1,05/08/2015,05/08/2015,05/08/2015,,12:40 pm,$20.25,$20.25,Large,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
29389,12981,Cali_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,12:40 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29390,12981,Ital_Veggie_M,1,05/08/2015,05/08/2015,05/08/2015,,12:40 pm,$16.75,$16.75,Medium,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
29391,12982,Peppr_Salami_M,1,05/08/2015,05/08/2015,05/08/2015,,12:49 pm,$16.50,$16.50,Medium,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
29392,12983,Cali_Ckn_S,2,05/08/2015,05/08/2015,05/08/2015,,12:54 pm,$12.75,$25.50,Small,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29393,12984,Hawaiian_M,1,05/08/2015,05/08/2015,05/08/2015,,1:06 pm,$13.25,$13.25,Medium,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29394,12985,Bbq_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,1:08 pm,$20.75,$20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
29395,12986,Spin_Pesto_S,1,05/08/2015,05/08/2015,05/08/2015,,1:14 pm,$12.50,$12.50,Small,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
29396,12987,Ital_Cpcllo_M,1,05/08/2015,05/08/2015,05/08/2015,,1:26 pm,$16.00,$16.00,Medium,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
29397,12987,Pepperoni_S,1,05/08/2015,05/08/2015,05/08/2015,,1:26 pm,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
29398,12987,Sicilian_L,1,05/08/2015,05/08/2015,05/08/2015,,1:26 pm,$20.25,$20.25,Large,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
29399,12988,Hawaiian_S,1,05/08/2015,05/08/2015,05/08/2015,,1:45 pm,$10.50,$10.50,Small,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29400,12989,Cali_Ckn_S,1,05/08/2015,05/08/2015,05/08/2015,,1:50 pm,$12.75,$12.75,Small,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29401,12989,Southw_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,1:50 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
29402,12990,Classic_Dlx_S,1,05/08/2015,05/08/2015,05/08/2015,,2:35 pm,$12.00,$12.00,Small,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
29403,12991,Bbq_Ckn_S,1,05/08/2015,05/08/2015,05/08/2015,,2:48 pm,$12.75,$12.75,Small,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
29404,12991,Classic_Dlx_S,1,05/08/2015,05/08/2015,05/08/2015,,2:48 pm,$12.00,$12.00,Small,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
29405,12992,Thai_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,2:51 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29406,12993,Bbq_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$16.75,$16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
29407,12993,Ckn_Alfredo_L,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$20.75,$20.75,Large,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
29408,12993,Ckn_Alfredo_M,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
29409,12993,Classic_Dlx_L,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$20.50,$20.50,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
29410,12993,Four_Cheese_L,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$17.95,$17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
29411,12993,Four_Cheese_M,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$14.75,$14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
29412,12993,Mexicana_M,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$16.00,$16.00,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
29413,12993,Pepperoni_M,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$12.50,$12.50,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
29414,12993,Southw_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
29415,12993,Spinach_Supr_S,1,05/08/2015,05/08/2015,05/08/2015,,2:53 pm,$12.50,$12.50,Small,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
29416,12994,Four_Cheese_L,1,05/08/2015,05/08/2015,05/08/2015,,3:00 pm,$17.95,$17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
29417,12994,Hawaiian_L,1,05/08/2015,05/08/2015,05/08/2015,,3:00 pm,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29418,12995,Big_Meat_S,1,05/08/2015,05/08/2015,05/08/2015,,3:08 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
29419,12996,Spin_Pesto_S,1,05/08/2015,05/08/2015,05/08/2015,,3:19 pm,$12.50,$12.50,Small,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
29420,12997,Ital_Supr_L,1,05/08/2015,05/08/2015,05/08/2015,,3:39 pm,$20.75,$20.75,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
29421,12998,Big_Meat_S,1,05/08/2015,05/08/2015,05/08/2015,,3:50 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
29422,12998,Thai_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,3:50 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29423,12999,Cali_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,3:56 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29424,12999,Five_Cheese_L,1,05/08/2015,05/08/2015,05/08/2015,,3:56 pm,$18.50,$18.50,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
29425,12999,Ital_Supr_L,1,05/08/2015,05/08/2015,05/08/2015,,3:56 pm,$20.75,$20.75,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
29426,12999,Pepperoni_S,1,05/08/2015,05/08/2015,05/08/2015,,3:56 pm,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
29427,13000,Spin_Pesto_S,1,05/08/2015,05/08/2015,05/08/2015,,4:31 pm,$12.50,$12.50,Small,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
29428,13001,Big_Meat_S,1,05/08/2015,05/08/2015,05/08/2015,,4:58 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
29429,13001,Ckn_Pesto_M,1,05/08/2015,05/08/2015,05/08/2015,,4:58 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
29430,13001,Ital_Veggie_S,1,05/08/2015,05/08/2015,05/08/2015,,4:58 pm,$12.75,$12.75,Small,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
29431,13001,Veggie_Veg_M,1,05/08/2015,05/08/2015,05/08/2015,,4:58 pm,$16.00,$16.00,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
29432,13002,Spicy_Ital_S,1,05/08/2015,05/08/2015,05/08/2015,,5:03 pm,$12.50,$12.50,Small,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
29433,13002,Thai_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,5:03 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29434,13003,Bbq_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,5:20 pm,$16.75,$16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
29435,13004,Cali_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,5:22 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29436,13004,Ckn_Pesto_M,1,05/08/2015,05/08/2015,05/08/2015,,5:22 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
29437,13004,Spinach_Supr_S,1,05/08/2015,05/08/2015,05/08/2015,,5:22 pm,$12.50,$12.50,Small,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
29438,13005,Four_Cheese_M,1,05/08/2015,05/08/2015,05/08/2015,,5:35 pm,$14.75,$14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
29439,13006,Bbq_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,5:44 pm,$16.75,$16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
29440,13007,Ckn_Alfredo_L,1,05/08/2015,05/08/2015,05/08/2015,,5:51 pm,$20.75,$20.75,Large,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
29441,13007,Spicy_Ital_L,1,05/08/2015,05/08/2015,05/08/2015,,5:51 pm,$20.75,$20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
29442,13007,Thai_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,5:51 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29443,13008,Cali_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,5:54 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29444,13008,Prsc_Argla_L,1,05/08/2015,05/08/2015,05/08/2015,,5:54 pm,$20.75,$20.75,Large,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
29445,13008,Southw_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,5:54 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
29446,13009,Big_Meat_S,1,05/08/2015,05/08/2015,05/08/2015,,6:00 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
29447,13009,Ital_Supr_M,1,05/08/2015,05/08/2015,05/08/2015,,6:00 pm,$16.50,$16.50,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
29448,13010,Pepperoni_S,1,05/08/2015,05/08/2015,05/08/2015,,6:06 pm,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
29449,13010,Thai_Ckn_S,1,05/08/2015,05/08/2015,05/08/2015,,6:06 pm,$12.75,$12.75,Small,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29450,13011,Calabrese_L,1,05/08/2015,05/08/2015,05/08/2015,,6:07 pm,$20.25,$20.25,Large,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
29451,13011,Pepperoni_S,1,05/08/2015,05/08/2015,05/08/2015,,6:07 pm,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
29452,13012,Ital_Supr_M,1,05/08/2015,05/08/2015,05/08/2015,,6:13 pm,$16.50,$16.50,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
29453,13013,Big_Meat_S,1,05/08/2015,05/08/2015,05/08/2015,,6:27 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
29454,13013,Cali_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,6:27 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29455,13013,Hawaiian_S,1,05/08/2015,05/08/2015,05/08/2015,,6:27 pm,$10.50,$10.50,Small,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29456,13013,Mediterraneo_L,1,05/08/2015,05/08/2015,05/08/2015,,6:27 pm,$20.25,$20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
29457,13014,Cali_Ckn_S,2,05/08/2015,05/08/2015,05/08/2015,,6:38 pm,$12.75,$25.50,Small,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
29458,13014,Spicy_Ital_L,1,05/08/2015,05/08/2015,05/08/2015,,6:38 pm,$20.75,$20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
29459,13014,The_Greek_L,1,05/08/2015,05/08/2015,05/08/2015,,6:38 pm,$20.50,$20.50,Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
29460,13015,Thai_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,6:40 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29461,13016,Ckn_Pesto_L,1,05/08/2015,05/08/2015,05/08/2015,,6:41 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
29462,13016,Spinach_Fet_S,1,05/08/2015,05/08/2015,05/08/2015,,6:41 pm,$12.00,$12.00,Small,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
29463,13017,Southw_Ckn_L,1,05/08/2015,05/08/2015,05/08/2015,,6:52 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
29464,13017,Spicy_Ital_M,1,05/08/2015,05/08/2015,05/08/2015,,6:52 pm,$16.50,$16.50,Medium,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
29465,13018,Hawaiian_L,1,05/08/2015,05/08/2015,05/08/2015,,7:00 pm,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29466,13018,Spicy_Ital_M,1,05/08/2015,05/08/2015,05/08/2015,,7:00 pm,$16.50,$16.50,Medium,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
29467,13019,Four_Cheese_L,1,05/08/2015,05/08/2015,05/08/2015,,7:25 pm,$17.95,$17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
29468,13019,Mediterraneo_S,1,05/08/2015,05/08/2015,05/08/2015,,7:25 pm,$12.00,$12.00,Small,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
29469,13020,Big_Meat_S,1,05/08/2015,05/08/2015,05/08/2015,,7:25 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
29470,13020,Hawaiian_M,1,05/08/2015,05/08/2015,05/08/2015,,7:25 pm,$13.25,$13.25,Medium,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29471,13020,Pep_Msh_Pep_L,1,05/08/2015,05/08/2015,05/08/2015,,7:25 pm,$17.50,$17.50,Large,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
29472,13021,Napolitana_L,1,05/08/2015,05/08/2015,05/08/2015,,7:33 pm,$20.50,$20.50,Large,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
29473,13021,Spinach_Supr_S,1,05/08/2015,05/08/2015,05/08/2015,,7:33 pm,$12.50,$12.50,Small,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
29474,13022,Ital_Supr_L,2,05/08/2015,05/08/2015,05/08/2015,,7:57 pm,$20.75,$41.50,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
29475,13022,Mexicana_L,1,05/08/2015,05/08/2015,05/08/2015,,7:57 pm,$20.25,$20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
29476,13022,Mexicana_M,1,05/08/2015,05/08/2015,05/08/2015,,7:57 pm,$16.00,$16.00,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
29477,13023,Ckn_Alfredo_L,1,05/08/2015,05/08/2015,05/08/2015,,8:11 pm,$20.75,$20.75,Large,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
29478,13023,Hawaiian_M,1,05/08/2015,05/08/2015,05/08/2015,,8:11 pm,$13.25,$13.25,Medium,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29479,13023,Spinach_Fet_M,1,05/08/2015,05/08/2015,05/08/2015,,8:11 pm,$16.00,$16.00,Medium,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
29480,13023,Thai_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,8:11 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
29481,13024,Ital_Cpcllo_M,1,05/08/2015,05/08/2015,05/08/2015,,8:19 pm,$16.00,$16.00,Medium,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
29482,13025,Bbq_Ckn_S,1,05/08/2015,05/08/2015,05/08/2015,,8:49 pm,$12.75,$12.75,Small,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
29483,13025,Spicy_Ital_L,1,05/08/2015,05/08/2015,05/08/2015,,8:49 pm,$20.75,$20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
29484,13026,Bbq_Ckn_M,1,05/08/2015,05/08/2015,05/08/2015,,8:53 pm,$16.75,$16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
29485,13027,Mexicana_L,1,05/08/2015,05/08/2015,05/08/2015,,9:47 pm,$20.25,$20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
29486,13027,Pep_Msh_Pep_S,1,05/08/2015,05/08/2015,05/08/2015,,9:47 pm,$11.00,$11.00,Small,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
29487,13028,Mexicana_M,1,05/08/2015,05/08/2015,05/08/2015,,10:24 pm,$16.00,$16.00,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
29488,13028,Napolitana_L,1,05/08/2015,05/08/2015,05/08/2015,,10:24 pm,$20.50,$20.50,Large,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
29489,13029,Big_Meat_S,1,06/08/2015,06/08/2015,06/08/2015,,11:32 am,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
29490,13029,Five_Cheese_L,1,06/08/2015,06/08/2015,06/08/2015,,11:32 am,$18.50,$18.50,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
29491,13029,Hawaiian_L,1,06/08/2015,06/08/2015,06/08/2015,,11:32 am,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29492,13030,Peppr_Salami_L,1,06/08/2015,06/08/2015,06/08/2015,,11:39 am,$20.75,$20.75,Large,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
29493,13030,Sicilian_S,1,06/08/2015,06/08/2015,06/08/2015,,11:39 am,$12.25,$12.25,Small,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
29494,13031,Classic_Dlx_M,1,06/08/2015,06/08/2015,06/08/2015,,11:48 am,$16.00,$16.00,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
29495,13031,Hawaiian_S,1,06/08/2015,06/08/2015,06/08/2015,,11:48 am,$10.50,$10.50,Small,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29496,13031,Veggie_Veg_S,1,06/08/2015,06/08/2015,06/08/2015,,11:48 am,$12.00,$12.00,Small,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
29497,13032,Ckn_Pesto_L,1,06/08/2015,06/08/2015,06/08/2015,,11:53 am,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
29498,13032,Hawaiian_L,1,06/08/2015,06/08/2015,06/08/2015,,11:53 am,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
29499,13033,Classic_Dlx_M,1,06/08/2015,06/08/2015,06/08/2015,,11:59 am,$16.00,$16.00,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
29500,13033,Pepperoni_S,1,06/08/2015,06/08/2015,06/08/2015,,11:59 am,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
